Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
4.0,20.45,56.3,113.29,597.42,445.80999999999995,727.75,674.67,603.6,2.142857142857143,7241.0,5.0,4.0,2.0
1.0,20.72,50.69,105.91,582.95,458.68000000000006,738.14,691.27,628.73,1.0,4507.0,3.0000000000000004,4.0,3.0
2.0,24.290000000000003,49.72,141.86,561.23,391.30000000000007,683.98,633.59,542.15,2.0,5172.0,3.0000000000000004,3.0,2.0
3.0,17.66,44.92,99.22,603.35,446.52,758.04,723.58,659.96,0.0,3418.0,3.0000000000000004,5.0,2.0
1.0,22.020000000000003,49.65,122.97000000000001,578.5,462.7,714.39,666.43,601.48,2.0,9184.0,2.0,3.0,2.0
2.0,22.110000000000003,43.03,100.01,589.88,503.5,736.08,694.51,610.19,1.0,8052.0,1.0,4.0,3.0
4.0,20.31,55.74,141.1,554.98,397.31,710.94,665.64,579.36,2.0,8649.0,1.0,1.0,2.0
4.0,20.22,56.7,112.68,597.96,444.96,720.13,674.93,596.57,3.0,7241.0,3.0000000000000004,5.0,2.0
4.0,20.11,57.0,198.62,590.31,448.65,719.42,479.74999999999994,585.52,2.4285714285714284,7241.0,3.0000000000000004,1.0,2.0
4.0,20.21,56.79,115.05,595.41,449.07000000000005,730.72,673.58,597.19,3.0,7241.0,6.000000000000001,4.0,2.0
2.0,22.56,44.84,128.43,578.05,484.07,709.25,673.52,603.17,2.0,2679.0,4.0,1.0,2.0
4.0,19.42,48.75,116.65,586.99,457.52,731.57,695.05,636.85,1.0,6431.0,2.0,4.0,1.0
4.0,20.15,56.69,106.97,597.0,445.34,727.4871428571429,675.84,590.15,3.0,7241.0,2.0,2.0,2.0
4.0,20.15,56.69,111.28,600.02,443.18,716.18,668.42,598.85,3.0,7241.0,5.0,4.0,3.0
4.0,20.13,56.69,106.23,597.55,453.11,724.73,686.38,601.83,3.0,7241.0,4.0,4.0,2.0
4.0,20.04,56.91,111.89,602.34,446.84,729.72,675.27,585.44,3.0,7241.0,3.0000000000000004,1.0,2.0
4.0,20.08,56.71999999999999,109.88,599.96,440.85,725.75,678.03,601.04,3.0,7241.0,3.0000000000000004,1.0,1.0
3.0,19.0,57.3,139.39,560.29,410.35,724.48,681.13,597.36,1.0,8649.0,2.0,3.0,1.0
4.0,20.09,56.63,109.26,598.09,441.43,723.52,504.96,603.83,3.0,7241.0,5.0,1.0,2.0
4.0,20.03,56.82,115.1,595.69,449.88,722.01,679.4,605.13,3.0,7241.0,1.0,5.0,1.0
4.0,20.07,56.6,234.41,598.2,453.5899999999999,715.0671428571428,677.35,609.46,3.0,7241.0,4.0,4.0,2.0
3.0,15.239999999999998,42.91,71.1,593.36,568.22,793.35,752.22,703.18,1.0,8052.0,5.0,1.0,3.0
4.0,19.84,56.94,116.32,599.17,427.44999999999993,726.25,674.76,595.03,3.0,7241.0,5.0,3.0,1.0
4.0,19.81,57.029999999999994,111.5,595.04,448.23,731.72,679.48,623.79,1.8571428571428572,7241.0,2.0,4.0,2.0
2.0,23.11,51.81999999999999,128.28,564.63,415.0400000000001,680.98,517.03,532.36,2.0,3074.0,1.0,1.0,1.0
4.0,10.23,56.94,111.73,591.27,458.71,728.71,859.13,612.35,3.0,7241.0,3.0000000000000004,3.0,2.0
4.0,19.86,56.93,110.52,598.55,462.07,729.63,683.91,611.85,3.0,7241.0,5.0,3.0,3.0
3.0,16.71,49.82,109.96,575.59,508.47,749.52,704.78,648.1500000000001,2.0,8052.0,5.0,1.0,3.0
3.0,19.78,51.44,80.86,616.13,484.6700000000001,758.79,710.3,651.09,1.0,3856.0000000000005,6.000000000000001,3.0,2.0
4.0,19.79,57.06,111.75,598.97,469.5899999999999,732.06,678.97,611.86,2.0,7241.0,5.0,4.0,1.0
1.0,19.61,46.88,84.65,592.73,443.0199999999999,725.32,675.18,604.28,1.0,6431.0,6.000000000000001,4.0,2.0
4.0,19.81,57.07,108.49,600.14,454.3399999999999,726.67,676.47,607.72,2.0,7241.0,6.000000000000001,1.0,3.0
4.0,19.86,56.82,116.84,598.8,460.03,725.5057142857142,680.72,613.27,2.0,7241.0,3.0000000000000004,1.0,2.0
4.0,19.8,57.00999999999999,14.09,601.08,466.12000000000006,726.48,687.4,620.33,2.0,7241.0,3.0000000000000004,4.0,3.0
4.0,19.77,57.08,119.54,596.35,449.78,714.3614285714285,688.12,601.09,2.0,7241.0,2.0,4.0,2.0
2.0,23.260000000000005,50.85,111.51,548.26,469.43999999999994,730.67,685.27,628.76,1.0,9241.0,3.0000000000000004,4.0,3.0
4.0,19.72,57.15999999999999,114.51,598.15,447.35,724.34,678.36,598.87,2.0,7241.0,5.0,1.0,1.0
1.0,23.640000000000004,49.12,112.32,540.0,470.5,724.22,631.04,577.64,3.0,4703.0,6.000000000000001,3.0,2.0
4.0,19.7,57.24,116.84,598.19,464.01,728.1871428571428,691.54,595.31,2.0,7241.0,6.000000000000001,1.0,1.0
4.0,19.68,57.28,112.97,597.2,457.3500000000001,725.38,675.43,601.97,2.0,7241.0,2.0,1.0,3.0
4.0,19.99,52.77000000000001,9.24,588.74,416.13000000000005,727.57,676.59,598.51,1.0,6847.0,5.0,1.0,3.0
4.0,18.67,53.63,131.86,586.31,482.60999999999996,729.93,479.08,615.71,1.0,7963.0,2.0,4.0,2.0
4.0,17.77,52.66,121.58,588.66,490.0899999999999,747.65,717.92,660.8,0.7142857142857143,5820.0,6.000000000000001,3.0,1.0
4.0,19.64,57.32,113.42,597.49,451.28,731.5,686.69,608.97,1.2857142857142858,7241.0,1.0,4.0,1.0
4.0,19.64,57.27,120.16,596.12,461.84,731.18,676.55,619.84,2.0,7241.0,6.000000000000001,4.0,1.0
2.0,24.15,46.51,215.63,574.27,448.84,723.79,687.59,614.4,1.0,7395.0,1.0,1.0,1.0
1.0,24.040000000000003,53.41,115.94,549.9,482.19,691.0,648.31,584.83,1.0,8936.0,3.0000000000000004,1.0,2.0
3.0,19.65,57.13,118.04,600.49,463.1,733.1,681.9,611.41,2.0,7241.0,2.0,1.0,1.0
3.0,19.63,57.029999999999994,112.82,595.48,454.81,732.99,684.45,607.26,2.0,7241.0,3.0000000000000004,3.0,2.0
3.0,19.67,56.89000000000001,111.07,601.49,450.96,739.69,684.77,610.69,2.0,7241.0,3.0000000000000004,3.0,3.0
1.0,23.36,51.44,111.0,549.15,480.8,707.27,671.53,592.53,1.0,7058.0,2.0,4.0,2.0
2.0,24.06,44.04,105.26,598.39,496.35,735.36,703.34,629.34,1.0,8374.0,5.0,3.0,3.0
3.0,27.53,56.64,119.07000000000001,593.06,458.30999999999995,738.39,481.81,626.76,2.0,7241.0,6.000000000000001,3.0,3.0
3.0,19.52,56.93,113.33,595.28,468.93000000000006,728.96,688.61,622.04,2.0,7241.0,3.0000000000000004,3.0,3.0
4.0,20.24,55.38,141.19,575.12,443.12,707.57,660.09,596.43,1.0,4507.0,3.0000000000000004,3.0,2.0
3.0,19.42,57.26,108.09,602.04,474.4200000000001,739.55,683.65,618.42,1.2857142857142858,7241.0,1.0,4.0,3.0
2.0,23.2,50.01,102.19,570.89,449.7099999999999,707.54,659.82,596.21,2.0,6528.0,5.0,4.0,2.0
3.0,19.41,57.26,113.86,597.46,472.0,713.2257142857143,675.35,619.55,2.0,7241.0,1.0,1.0,2.0
3.0,19.54,56.84,119.48,598.52,479.97,734.51,680.37,626.01,1.4285714285714286,7241.0,2.0,3.0,3.0
3.0,19.45,56.96,113.52,605.88,460.27,734.93,688.64,612.05,2.0,7241.0,3.0000000000000004,1.0,1.0
2.0,24.11,48.51,120.22,575.78,455.03000000000003,717.43,665.87,602.93,2.0,7395.0,2.0,3.0,1.0
3.0,19.44,56.879999999999995,112.5,600.14,472.69999999999993,744.36,694.65,618.8,2.0,7241.0,5.0,3.0,1.0
3.0,18.24,45.849999999999994,76.07,565.5,546.11,777.84,897.46,682.4599999999999,0.5714285714285714,9241.0,1.0,1.0,3.0
2.0,23.520000000000003,43.24999999999999,88.69,603.7,496.31,747.5,702.3,630.52,1.0,5693.0,3.0000000000000004,1.0,3.0
3.0,19.01,48.24,93.73,612.08,515.06,751.3728571428571,732.87,670.8699999999999,2.0,7241.0,6.000000000000001,4.0,2.0
3.0,18.88,48.26,90.23,611.36,515.17,765.36,731.94,668.57,2.0,7241.0,6.000000000000001,4.0,3.0
3.0,9.69,48.13,81.91,612.98,545.95,768.79,745.68,664.89,2.0,3856.0000000000005,6.000000000000001,4.0,3.0
1.0,19.94,50.71,99.58,560.67,462.36,743.89,701.0,646.58,1.0,2847.0,1.0,3.0,2.0
1.0,18.38,52.94,115.79,593.18,422.94,729.0,689.27,598.44,1.0,2105.0,4.0,1.0,2.0
3.0,18.53,48.54,76.1,619.0,551.21,791.7599999999999,745.09,688.0,2.0,3856.0000000000005,2.0,3.0,2.0
3.0,18.49,48.8,76.09,621.16,532.78,791.94,752.66,701.7600000000001,0.5714285714285714,3856.0000000000005,6.000000000000001,4.0,3.0
4.0,18.51,53.78,132.39,580.73,484.83,745.68,458.44999999999993,616.3,1.0,7963.0,4.0,2.0,1.0
3.0,18.36,49.220000000000006,69.31,623.79,558.64,782.84,741.07,713.2,1.0,3856.0000000000005,5.0,4.0,2.0
3.0,18.34,49.21,78.87,620.96,557.1,782.3514285714285,745.84,704.99,1.0,3856.0000000000005,2.0,1.0,2.0
4.0,20.830000000000002,54.83,149.24,566.14,438.0,709.58,641.78,579.34,2.0,9184.0,3.0000000000000004,3.0,2.0
1.0,19.02,51.50999999999999,100.76,565.95,491.37999999999994,748.33,715.46,654.99,1.0,2847.0,2.0,3.0,1.0
1.0,19.02,53.29,101.36,577.21,466.71999999999997,738.6,882.18,635.69,1.0,3074.0,6.000000000000001,3.0,3.0
3.0,16.54,50.49,102.11,596.06,495.80000000000007,741.8914285714285,635.12,565.37,0.0,5820.0,1.0,4.0,2.0
3.0,28.18,48.22,75.34,625.17,561.94,787.22,763.98,696.7399999999999,1.0,3856.0000000000005,6.000000000000001,2.0,2.0
3.0,17.99,48.150000000000006,65.07,630.12,567.76,786.59,765.74,713.09,1.0,3856.0000000000005,3.0000000000000004,1.0,2.0
3.0,18.05,48.25,72.68,624.84,537.47,770.6342857142857,749.03,687.29,1.0,3856.0000000000005,1.0,3.0,3.0
3.0,19.13,47.239999999999995,72.17,628.71,538.54,781.16,747.56,687.71,1.0,3856.0000000000005,5.0,3.0,2.0
3.0,19.35,47.73,75.02,628.89,522.41,780.14,735.96,678.6099999999999,0.8571428571428571,3856.0000000000005,1.0,4.0,3.0
4.0,20.940000000000005,57.07,128.2,556.32,437.28,706.83,487.86999999999995,577.47,1.0,4761.0,1.0,1.0,2.0
3.0,19.25,48.86,81.13,616.88,530.37,775.97,734.24,678.9999999999999,1.0,3856.0000000000005,5.0,4.0,3.0
3.0,19.35,48.79,81.79,614.65,521.93,770.48,727.81,671.02,1.0,3856.0000000000005,6.000000000000001,1.0,3.0
3.0,19.32,54.95,77.22,585.68,539.61,748.84,711.73,622.34,1.0,6528.0,3.0000000000000004,2.0,2.0
3.0,19.86,48.97,88.0,614.92,508.42999999999995,757.5,720.34,664.62,0.2857142857142857,3856.0000000000005,2.0,4.0,2.0
2.0,23.300000000000004,45.28,127.33999999999999,578.22,440.47,721.97,671.68,613.51,2.0,6431.0,4.0,5.0,2.0
4.0,19.81,52.77000000000001,127.28,585.85,433.76,724.2,680.54,598.99,1.0,6847.0,3.0000000000000004,1.0,3.0
3.0,19.88,49.77,93.24,613.72,501.81,757.4042857142857,719.56,657.3699999999999,1.0,3856.0000000000005,3.0000000000000004,4.0,3.0
2.0,22.47,47.47,122.55,589.42,406.46,707.95,671.65,567.36,1.0,6847.0,4.0,4.0,2.0
1.0,21.17,47.01,109.16,581.63,439.3299999999999,712.35,669.7,608.18,2.0,6431.0,2.0,2.0,2.0
3.0,19.21,52.01,95.69,612.37,508.5400000000001,755.85,706.29,645.1000000000001,1.0,3856.0000000000005,6.000000000000001,1.0,2.0
3.0,20.3,49.85000000000001,218.57,609.2,508.95,744.0,711.51,643.1099999999999,0.7142857142857143,3856.0000000000005,3.0000000000000004,4.0,1.0
3.0,18.69,43.34,70.13,583.02,580.35,785.41,748.62,698.13,0.0,2847.0,6.000000000000001,4.0,3.0
3.0,19.79,51.31,85.5,618.08,487.72,757.48,705.14,656.95,1.0,3856.0000000000005,2.0,1.0,3.0
2.0,20.51,51.16,41.79,579.22,444.36,717.31,670.69,589.6,1.0,7963.0,3.0000000000000004,5.0,2.0
